,id,gene,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,essentiality,mutation,expression
0,8637,ABCA5,-0.7206592559814453,-0.8118083477020264,0.7330120205879211,0.4881308376789093,0.3774052262306213,0.2851415276527405,0.6839786171913147,-0.2769843339920044,-0.074555829167366,-0.661548912525177,0.6907545924186707,0.262616366147995,-1.6770234107971191,0.1901004314422607,0.035749651491642,0.8052439093589783,0.6671614646911621,-0.2888832092285156,-0.3727376759052276,0.2667429745197296,0.103168711066246,-0.7230366468429565,-0.7327253818511963,1.1798478364944458,0.1706898510456085,-0.0894708484411239,0.7971096038818359,-0.7235311269760132,-0.3772741258144378,-0.1964227557182312,-0.7505996823310852,-0.4793263077735901,-0.0585718225123911,0.02218804920913884,8.44
1,8849,ABHD11,-0.2788965702056885,1.1043003797531128,0.0900751650333404,0.8809223771095276,0.7881475687026978,0.0037071867845952,0.695833683013916,-0.4468841552734375,0.4218051433563232,0.4827742576599121,0.3344476819038391,-0.2205211669206619,-0.2053056955337524,0.9372020363807678,0.3795526027679443,-0.2316105812788009,1.2792327404022217,-0.0482249222695827,0.1971801221370697,0.1313161551952362,-0.0212402548640966,-0.6347795128822327,-0.2635949850082397,0.9946747422218324,0.1594363003969192,0.5664638876914978,-0.5618097186088562,-0.1463313549757003,0.6117368936538696,-0.1654097586870193,0.213569089770317,-0.1757133454084396,-0.45418102309176644,0.004393673110720563,9.5
2,2106,ABHD2,-0.6149448156356812,-0.3177613019943237,0.0170234702527523,0.3067638576030731,0.1982238292694091,-0.2962081432342529,0.8919910788536072,-0.4032894968986511,0.0907514691352844,0.2235212624073028,-0.969577431678772,0.2278870791196823,-0.3671382665634155,0.3096559643745422,-0.083412192761898,-0.5341657996177673,0.7075828909873962,-0.6974835991859436,-0.2094958573579788,0.9678390026092528,0.2999278008937835,-1.581695795059204,-0.486594557762146,0.8333652019500732,-0.0041658412665128,-0.4178325831890106,0.0358447581529617,-0.3699381053447723,-0.1951045244932174,-0.3178493678569793,0.1245305389165878,-0.0673841834068298,-0.0818892621598396,0.005931458699472759,11.71
3,7796,ABL1,-0.8919980525970459,-0.1736902743577957,0.3991162478923797,0.8108035326004028,-0.1677998155355453,-0.4537253975868225,0.9935421347618104,0.2507480978965759,-0.027026031166315,0.6129822731018066,0.5104122757911682,-0.5060402750968933,-0.8129322528839111,0.2024320363998413,-0.0541209280490875,-0.2325700372457504,0.3199732899665832,-0.2571104764938354,0.1569341868162155,0.4314120709896087,0.6516332626342773,-0.3514527380466461,0.1181158050894737,0.0025933298747986,0.2638055682182312,-0.7564976215362549,0.9072629809379578,0.3731807470321655,-0.1345790475606918,-0.3175878524780273,-0.5961012244224548,0.2158849537372589,-0.03554747585950055,0.014059753954305799,11.1
4,559,ACADM,-0.4119490087032318,0.3234159052371979,0.281492531299591,0.3611264824867248,-0.3401094377040863,0.9598186612129213,0.798803448677063,-0.0621512942016124,0.219693511724472,0.0933805331587791,0.3167619407176971,-0.2004914432764053,-0.1437147408723831,-0.4453287124633789,-0.1102286502718925,-1.0018396377563477,-0.0251548625528812,-0.1567356437444687,0.4060293138027191,0.3768003284931183,-0.5375992655754089,-1.2433711290359497,-0.1421378701925277,0.8544522523880005,0.2717778980731964,-0.1395380795001983,-0.0356790460646152,0.2032686620950698,-0.2745617628097534,0.1544268131256103,0.5503244400024414,0.1509632617235183,0.049479473347440045,0.007688927943760984,9.84
5,11039,ACSBG1,-1.1003484725952148,0.1340550184249878,0.4265356957912445,0.2817248702049255,0.0241959933191537,-0.1664337813854217,0.8489786386489868,-0.0992876663804054,0.3671548962593078,-0.5660951733589172,-0.1774455308914184,-0.4948645532131195,-1.5941534042358398,-0.6089696288108826,-0.2409826219081878,-0.4044822454452514,0.5403218269348145,-1.0176334381103516,-0.1823043972253799,0.381121814250946,0.1147125586867332,-0.3767310678958893,-0.1676116436719894,0.6138617992401123,0.505770206451416,0.2967584431171417,0.1712329983711242,-0.0734648406505584,0.4917192757129669,0.0754503235220909,-0.3134690523147583,0.4870320856571197,0.030016329666361398,0.014279437609841827,2.97
6,10213,ACY3,-1.54897940158844,0.9765602350234984,0.3326567113399505,0.6884490847587585,-0.5978161096572876,0.4028010070323944,0.3355723321437835,0.4658807516098022,0.169122502207756,-0.0455405674874782,-0.423340767621994,0.1100455224514007,0.0257098358124494,0.806144118309021,1.152612328529358,-0.2674390077590942,1.0322535037994385,-0.3187993764877319,0.068978302180767,0.3799730241298675,0.9436134696006776,-0.1927953362464904,-0.6723543405532837,0.8702387809753418,-0.0778633430600166,0.4752821326255798,0.0920306593179702,0.7591387629508972,0.0614028759300708,-0.1175744459033012,-0.7233959436416626,0.6960789561271667,0.02110253324982735,0.005601933216168717,4.74
7,4567,ADAM28,0.105697251856327,-0.0783612728118896,0.0133926402777433,0.8162586092948914,-0.86931312084198,0.4844689965248108,0.5119994878768921,-1.0064467191696167,0.3927109837532043,0.1227767616510391,1.083745360374451,0.2750846147537231,-0.6357290744781494,0.1157040745019912,-1.287153959274292,0.8046677708625793,0.0687731876969337,-0.2379084378480911,-0.3089350759983063,1.0063544511795044,0.4331513941287994,-1.2915754318237305,-0.0216166283935308,0.881409227848053,-0.6032666563987732,-0.1231734454631805,-0.0433778055012226,0.4504184424877167,0.8619963526725769,-0.689929187297821,-0.0326580479741096,-0.2216865867376327,0.05859652738495315,0.018343585237258347,6.81
8,8715,ADAMTSL1,0.0497842617332935,1.56419575214386,-0.1964924931526184,0.257256418466568,-0.2132576555013656,0.5654287338256836,0.946614384651184,-0.6983126997947693,-0.1663952618837356,-0.4884545803070068,-0.0439250916242599,0.2691234350204468,-0.2722800374031067,-0.4006727635860443,0.5665403604507446,-0.0540121346712112,0.3512281477451324,0.5320475697517395,-0.2736991047859192,0.4380183517932892,-0.2910129427909851,-0.35713592171669,-0.4556713998317718,1.8410706520080569,-0.0284140929579734,0.2306078821420669,0.503599226474762,-0.7129959464073181,-0.9111654758453368,-0.4361259341239929,-0.0082295592874288,-0.1575638949871063,-0.0061748423522141,0.031195079086115993,5.96
9,11254,ADH5,-0.3766406178474426,0.0740320309996604,-0.0967617258429527,0.1049541383981704,0.5246361494064331,0.6151841282844543,0.0103379357606172,0.2465247809886932,0.8728842735290527,0.2822797894477844,-0.0317572467029094,-0.794758141040802,0.0353156737983226,-0.0213157162070274,0.6076385974884033,-0.3426656424999237,0.5154083967208862,0.3098467588424682,0.2470041513442993,1.180125713348389,-0.1953533738851547,-0.9381893873214722,-0.5101704001426697,0.9946126937866212,-0.1052663698792457,-0.6423161625862122,0.2405111789703369,-0.6899689435958862,0.5761533379554749,-0.4689370989799499,0.5353021025657654,-0.6499678492546082,-0.09714827491318676,0.003954305799648506,11.31
