,g1,g2
26324,APC,COG5
26325,APC,COPS5
26326,APC,COPZ1
26327,APC,COQ3
26328,APC,CRBN
26329,APC,CREBBP
26330,APC,CSNK1A1
26331,APC,CSNK1D
26332,APC,CSNK1E
26333,APC,CSNK2A1
26334,APC,CSNK2B
26335,APC,CTBP1
26336,APC,CTNNA1
26337,APC,CTNNA3
26338,APC,CTNNB1
26339,APC,CTNNBIP1
26340,APC,CTSV
26341,APC,CYP17A1
26342,APC,CYTH2
26343,APC,CCND1
26344,APC,CKAP5
26345,APC,CLASP2
26346,APC,CLIP1
26347,APC,COPS2
26348,APC,CSNK1D
26349,APC,CSNK1E
26350,APC,CTNNA1
26351,APC,CTNNB1
26352,APC,CTNND2
26353,APC,DCC
26354,APC,DCTN1
26355,APC,DDX21
26356,APC,DDX58
26357,APC,DIRAS3
26358,APC,DKK3
26359,APC,DLG3
26360,APC,DLGAP1
26361,APC,DST
26362,APC,DVL2
26363,APC,DCTN1
26364,APC,DNMT1
26365,APC,DYNC1I1
26366,APC,DYNLT3
26367,APC,EEF1D
26368,APC,EGLN3
26369,APC,EMILIN3
26370,APC,ENTPD1
26371,APC,EPAS1
26372,APC,EPB41L4A
26373,APC,ERBB2IP
26374,APC,ESR1
26375,APC,EXPH5
26376,APC,EZR
26377,APC,EB1
26378,APC,ESR2
26379,APC,FAM120C
26380,APC,FAM214A
26381,APC,FAM83B
26382,APC,FANCC
26383,APC,FBP1
26384,APC,FBXO30
26385,APC,FBXW11
26386,APC,FHL2
26387,APC,FHOD1
26388,APC,FLNA
26389,APC,FLOT1
26390,APC,FTSJ3
26391,APC,FBXW11
26392,APC,FLOT2
26393,APC,FMR1
26394,APC,GIGYF2
26395,APC,GJA1
26396,APC,GOLGA1
26397,APC,GOLGA2
26398,APC,GSK3B
26399,APC,GSK3B
26400,APC,GUCY2C
26401,APC,H19
26402,APC,HECTD1
26403,APC,HEY1
26404,APC,HGS
26405,APC,HMCES
26406,APC,HNRNPM
26407,APC,HOOK3
26408,APC,HOXC6
26409,APC,HSPA5
26410,APC,HTRA2
26411,APC,HDAC4
26412,APC,HRAS
26413,APC,IL22
26414,APC,IL22RA1
26415,APC,IL24
26416,APC,ING5
26417,APC,IL6
26418,APC,JUP
26419,APC,JUN
26420,APC,JUP
26421,APC,KCTD1
26422,APC,KDM1A
26423,APC,KIAA1328
26424,APC,KIAA1429
26425,APC,KIAA1683
26426,APC,KIF14
26427,APC,KIF23
26428,APC,KIF5B
