,g1,g2
18310,ARL6IP1,PICK1
18311,ARL6IP1,PTPN9
18312,ARL6IP1,RAB2A
18313,ARL6IP1,RAB33A
18314,ARL6IP1,RAB5C
18315,ARL6IP1,RABAC1
18316,ARL6IP1,REEP4
18317,ARL6IP1,REEP5
18318,ARL6IP1,REEP6
18319,ARL6IP1,RIPK4
18320,ARL6IP1,RNF4
18321,ARL6IP1,RNF5
18322,ARL6IP1,RTN3
18323,ARL6IP1,RTN4
18324,ARL6IP1,SCFD1
18325,ARL6IP1,SDCBP
18326,ARL6IP1,SENP2
18327,ARL6IP1,SHISA5
18328,ARL6IP1,SHMT2
18329,ARL6IP1,SLC10A6
18330,ARL6IP1,SLC13A1
18331,ARL6IP1,SLC35C2
18332,ARL6IP1,SNX1
18333,ARL6IP1,SNX10
18334,ARL6IP1,SNX11
18335,ARL6IP1,SNX12
18336,ARL6IP1,SNX15
18337,ARL6IP1,SNX2
18338,ARL6IP1,SNX3
18339,ARL6IP1,SNX4
18340,ARL6IP1,SNX8
18341,ARL6IP1,SPG21
18342,ARL6IP1,SRP1
18343,ARL6IP1,STARD4
18344,ARL6IP1,SUCLA2
18345,ARL6IP1,TARS2
18346,ARL6IP1,TCP1
18347,ARL6IP1,TFAM
18348,ARL6IP1,THRAP3
18349,ARL6IP1,TM4SF5
18350,ARL6IP1,TMED8
18351,ARL6IP1,TMEM14B
18352,ARL6IP1,TMEM248
18353,ARL6IP1,TMEM258
18354,ARL6IP1,TP53
18355,ARL6IP1,TSPAN31
18356,ARL6IP1,TSPAN8
18357,ARL6IP1,TUFM
18358,ARL6IP1,UBE2I
18359,ARL6IP1,ULP1
18360,ARL6IP1,UNK
18361,ARL6IP1,UNK
18362,ARL6IP1,VAPA
18363,ARL6IP1,VMA21
18364,ARL6IP1,WDFY2
18365,ARL6IP1,WDYHV1
18366,ARL6IP1,WIPI2
18367,ARL6IP1,YIF1
18368,ARL6IP1,YIPF4
18369,ARL6IP1,YLR108C
18370,ARL6IP1,ZFYVE21
18371,ARL6IP1,ZNF391
18831,ARL8B,A2M
18832,ARL8B,AGR2
18833,ARL8B,AKAP8
18834,ARL8B,ALPI
18835,ARL8B,AMH
18836,ARL8B,ANXA9
18837,ARL8B,APP
18838,ARL8B,APPL1
18839,ARL8B,ARL8A
18840,ARL8B,ARMC6
18841,ARL8B,ARPC1A
18842,ARL8B,ARPC2
18843,ARL8B,ARPC5L
18844,ARL8B,ASIC4
18845,ARL8B,ATP2A1
18846,ARL8B,ATP5J2
18847,ARL8B,ATP6V0A1
18848,ARL8B,ATP6V1A
18849,ARL8B,ATP6V1B1
18850,ARL8B,ARL8B
18851,ARL8B,ASAH1
18852,ARL8B,ATP6V1A
18853,ARL8B,BAIAP2
18854,ARL8B,BIRC6
18855,ARL8B,BTN3A3
18856,ARL8B,C1ORF35
18857,ARL8B,CAMSAP1
18858,ARL8B,CAMSAP3
18859,ARL8B,CC2D1A
18860,ARL8B,CCAR2
18861,ARL8B,CCT3
18862,ARL8B,CDC34
18863,ARL8B,CDC42
18864,ARL8B,CIDEB
18865,ARL8B,CLDND1
18866,ARL8B,CLEC4A
18867,ARL8B,CMPK1
18868,ARL8B,CPLX3
18869,ARL8B,CRLF2
18870,ARL8B,CYB5R3
18871,ARL8B,CYLD
18872,ARL8B,CFD
18873,ARL8B,DDX39A
18874,ARL8B,DGUOK
18875,ARL8B,DHX9
18876,ARL8B,DNAAF2
18877,ARL8B,DSCAM
18878,ARL8B,DUSP19
18879,ARL8B,DUSP9
18880,ARL8B,DYNC1LI2
18881,ARL8B,EEF2K
18882,ARL8B,ELAVL1
18883,ARL8B,EMD
18884,ARL8B,ENTPD2
18885,ARL8B,ETFA
18886,ARL8B,EXOSC10
18887,ARL8B,EED
18888,ARL8B,FAM63B
18889,ARL8B,FLG2
18890,ARL8B,FOS
18891,ARL8B,FOXN3
18892,ARL8B,FOXS1
18893,ARL8B,FANCD2
18894,ARL8B,FNDC5
18895,ARL8B,GAB2
18896,ARL8B,GATAD1
18897,ARL8B,GBA
18898,ARL8B,GORASP2
18899,ARL8B,GRIPAP1
18900,ARL8B,GRPR
18901,ARL8B,GBA
18902,ARL8B,GLB1
18903,ARL8B,GUSB
18904,ARL8B,HCCS
18905,ARL8B,IGF2R
18906,ARL8B,IL17RC
18907,ARL8B,INPP5K
18908,ARL8B,ITGB1
18909,ARL8B,KDM3B
18910,ARL8B,KIAA1244
18911,ARL8B,KIF20A
18912,ARL8B,KLC2
18913,ARL8B,KLRB1
18914,ARL8B,KLRD1
18915,ARL8B,LAMP1
18916,ARL8B,LAMP3
18917,ARL8B,LAMTOR1
18918,ARL8B,LAMTOR2
18919,ARL8B,LBR
18920,ARL8B,LEMD3
18921,ARL8B,LGALS9
18922,ARL8B,LMO7
18923,ARL8B,LRBA
18924,ARL8B,LRRK2
18925,ARL8B,LRRN4CL
18926,ARL8B,M
18927,ARL8B,MAPRE1
18928,ARL8B,MARK2
18929,ARL8B,MAS1
18930,ARL8B,MAVS
18931,ARL8B,MB21D1
18932,ARL8B,MBNL1
18933,ARL8B,MCCC1
18934,ARL8B,MGST1
18935,ARL8B,MYO6
18936,ARL8B,NPC1
18937,ARL8B,NXPE2
18938,ARL8B,OAZ3
18939,ARL8B,OCLN
18940,ARL8B,ORF3A
18941,ARL8B,ORF6
18942,ARL8B,ORF7A
18943,ARL8B,ORF7B
18944,ARL8B,P2RX6
18945,ARL8B,PCDHB3
18946,ARL8B,PCDHGB1
18947,ARL8B,PDCD6IP
18948,ARL8B,PEMT
18949,ARL8B,PHF11
18950,ARL8B,PIGT
18951,ARL8B,PLD5
18952,ARL8B,PLEKHM1
18953,ARL8B,PLEKHM2
18954,ARL8B,PMAIP1
18955,ARL8B,PMEL
18956,ARL8B,PPP2R2B
18957,ARL8B,PTPN13
18958,ARL8B,PUS3
18959,ARL8B,RAB29
18960,ARL8B,RAB2A
18961,ARL8B,RAB7A
18962,ARL8B,RAC2
18963,ARL8B,RAET1E
18964,ARL8B,RAF1
18965,ARL8B,RBM5
18966,ARL8B,RHOA
18967,ARL8B,RHOB
18968,ARL8B,RHOC
18969,ARL8B,RHOG
18970,ARL8B,RHOJ
18971,ARL8B,RNF4
18972,ARL8B,RPL9
18973,ARL8B,RUFY1
18974,ARL8B,RUFY3
18975,ARL8B,SARAF
18976,ARL8B,SCAMP1
18977,ARL8B,SDF4
18978,ARL8B,SEC22B
18979,ARL8B,SERBP1
18980,ARL8B,SGOL2
18981,ARL8B,SLC26A6
18982,ARL8B,SLC30A1
18983,ARL8B,SLC30A8
18984,ARL8B,SPG21
18985,ARL8B,SPRTN
18986,ARL8B,SRPRB
18987,ARL8B,SSR4
18988,ARL8B,SSTR1
18989,ARL8B,SSUH2
18990,ARL8B,STIM1
18991,ARL8B,STX7
18992,ARL8B,SYTL4
18993,ARL8B,TACC3
18994,ARL8B,TBC1D22B
18995,ARL8B,TBC1D4
18996,ARL8B,TMEM14B
18997,ARL8B,TMEM192
18998,ARL8B,TMEM55B
18999,ARL8B,TMTC4
19000,ARL8B,TNFSF8
19001,ARL8B,TRAPPC4
19002,ARL8B,TRAPPC8
19003,ARL8B,TSPAN10
19004,ARL8B,TUBB
19005,ARL8B,TPP1
19006,ARL8B,UHRF1BP1
19007,ARL8B,USP14
19008,ARL8B,USP19
19009,ARL8B,USP34
19010,ARL8B,UTP18
19011,ARL8B,UBC
19012,ARL8B,VAMP7
19013,ARL8B,VDAC2
19014,ARL8B,VDAC3
19015,ARL8B,VPS29
19016,ARL8B,VPS35
19017,ARL8B,VPS41
19018,ARL8B,VPS4A
19019,ARL8B,WRN
19020,ARL8B,WWP1
19021,ARL8B,YWHAB
19022,ARL8B,YWHAE
19023,ARL8B,YWHAG
19024,ARL8B,YWHAH
19025,ARL8B,YWHAQ
19026,ARL8B,YWHAZ
19027,ARL8B,ZC3HAV1
19028,ARL8B,ZC3HC1
19029,ARL8B,ZNF638
19030,ARL8B,NSP13
19031,ARL8B,NSP4
19032,ARL8B,NSP5
19033,ARL8B,NSP6
19035,ARFRP1,ABCD3
19036,ARFRP1,ACBD5
19037,ARFRP1,AP1G1
19038,ARFRP1,AP1M1
19039,ARFRP1,ARFRP1
19040,ARFRP1,CCT8
19041,ARFRP1,CG6171
19042,ARFRP1,CLTA
19043,ARFRP1,CYTH1
19044,ARFRP1,DF31
19045,ARFRP1,EGFR
19046,ARFRP1,FANCD2
19047,ARFRP1,GLP1R
19048,ARFRP1,GOLGA5
19049,ARFRP1,GORASP2
19050,ARFRP1,GPR107
19051,ARFRP1,HNRNPH1
19052,ARFRP1,KRAS
19053,ARFRP1,KRT2
19054,ARFRP1,LEMD3
19055,ARFRP1,MAVS
19056,ARFRP1,ORF7A
19057,ARFRP1,PIH1D1
19058,ARFRP1,SEC24B
19059,ARFRP1,SLFN13
19060,ARFRP1,SMAD4
19061,ARFRP1,SQSTM1
19062,ARFRP1,SRPRB
19063,ARFRP1,TMED10
19064,ARFRP1,TMPO
19065,ARFRP1,TRIM25
19066,ARFRP1,TMEM173
19067,ARFRP1,VANGL2
19068,ARFRP1,VPS29
19069,ARFRP1,AWD
20594,AHNAK2,ABLIM2
20595,AHNAK2,ACE2
20596,AHNAK2,ACTR1A
20597,AHNAK2,AGPAT1
20598,AHNAK2,AGR2
20599,AHNAK2,ALS2CR12
20600,AHNAK2,ANPEP
20601,AHNAK2,ANXA2
20602,AHNAK2,ARMC10
20603,AHNAK2,ASGR1
20604,AHNAK2,AHNAK2
20605,AHNAK2,ANXA2
20606,AHNAK2,BSG
20607,AHNAK2,C17ORF62
20608,AHNAK2,C18ORF21
20609,AHNAK2,C1QL4
20610,AHNAK2,C3ORF52
20611,AHNAK2,CAV1
20612,AHNAK2,CDK9
20613,AHNAK2,CERS2
20614,AHNAK2,CHMP4B
20615,AHNAK2,CIT
20616,AHNAK2,CLTA
20617,AHNAK2,CPPED1
20618,AHNAK2,CSF3
20619,AHNAK2,CSNK2A2
20620,AHNAK2,CTSA
20621,AHNAK2,CYB5B
20622,AHNAK2,CUL4A
20623,AHNAK2,DEFB131
20624,AHNAK2,DUSP23
20625,AHNAK2,DYNC1I2
20626,AHNAK2,DYRK1A
20627,AHNAK2,ECT2
20628,AHNAK2,EFTUD2
20629,AHNAK2,EMC1
20630,AHNAK2,EMILIN1
20631,AHNAK2,FAM120AOS
20632,AHNAK2,FAM3C
20633,AHNAK2,FKBP11
20634,AHNAK2,GABARAPL1
20635,AHNAK2,GABARAPL2
20636,AHNAK2,GBF1
20637,AHNAK2,GJB7
20638,AHNAK2,GLRX3
20639,AHNAK2,GOLGA1
20640,AHNAK2,GOT1
20641,AHNAK2,GRB10
20642,AHNAK2,HDAC2
20643,AHNAK2,HUWE1
20644,AHNAK2,IFITM3
20645,AHNAK2,IGFBP5
20646,AHNAK2,ISG15
20647,AHNAK2,ITGB4
20648,AHNAK2,JSRP1
20649,AHNAK2,KIAA1429
20650,AHNAK2,KIF14
20651,AHNAK2,KIF20A
20652,AHNAK2,KIF23
20653,AHNAK2,KRT10
20654,AHNAK2,LAMP1
20655,AHNAK2,LCK
20656,AHNAK2,LMO2
20657,AHNAK2,LYN
20658,AHNAK2,M
20659,AHNAK2,MBNL1
20660,AHNAK2,MIPEP
20661,AHNAK2,MKNK1
20662,AHNAK2,MMGT1
20663,AHNAK2,MYC
20664,AHNAK2,METTL21E
20665,AHNAK2,NAA10
20666,AHNAK2,NAA40
20667,AHNAK2,NCSTN
20668,AHNAK2,NR3C1
20669,AHNAK2,NRP1
20670,AHNAK2,NRSN1
20671,AHNAK2,NUDT14
20672,AHNAK2,NUP43
20673,AHNAK2,OMP
20674,AHNAK2,ORF6
20675,AHNAK2,PCK2
20676,AHNAK2,PFN1
20677,AHNAK2,PHF11
20678,AHNAK2,PHLPP1
20679,AHNAK2,PINK1
