,g1,g2
21498,AKT1,STUB1
21499,AKT1,SUCB
21500,AKT1,SULT4A1
21501,AKT1,T-CP1
21502,AKT1,TBC1D4
21503,AKT1,TBC1D7
21504,AKT1,TBCE
21505,AKT1,TBK1
21506,AKT1,TCL1A
21507,AKT1,TCL1B
21508,AKT1,TCOF1
21509,AKT1,TCP1
21510,AKT1,TEAD2
21511,AKT1,TEK
21512,AKT1,TER94
21513,AKT1,TERF2IP
21514,AKT1,TERT
21515,AKT1,TFF1
21516,AKT1,THEM4
21517,AKT1,THRSP
21518,AKT1,TLR2
21519,AKT1,TMCC2
21520,AKT1,TMEM126B
21521,AKT1,TNFRSF1A
21522,AKT1,TNK2
21523,AKT1,TOPBP1
21524,AKT1,TP53
21525,AKT1,TPM2
21526,AKT1,TPM4
21527,AKT1,TRAF4
21528,AKT1,TRAF6
21529,AKT1,TRHDE
21530,AKT1,TRIB3
21531,AKT1,TRIM13
21532,AKT1,TRIM15
21533,AKT1,TRIT1
21534,AKT1,TRMT2B
21535,AKT1,TRMT61A
21536,AKT1,TSC1
21537,AKT1,TSC2
21538,AKT1,TTC3
21539,AKT1,TUBA1A
21540,AKT1,TUBB
21541,AKT1,TCP-1ETA
21542,AKT1,TCP-1ZETA
21543,AKT1,TCTP
21544,AKT1,TENGL3
21545,AKT1,THEM4
21546,AKT1,THOR
21547,AKT1,TL
21548,AKT1,TRAF6
21549,AKT1,TSC1
21550,AKT1,TTC3
21551,AKT1,UBA52
21552,AKT1,UBB
21553,AKT1,UBC
21554,AKT1,UBE2S
21555,AKT1,UBR5
21556,AKT1,UCHL1
21557,AKT1,UCK2
21558,AKT1,UMPS
21559,AKT1,URI1
21560,AKT1,USP1
21561,AKT1,USP10
21562,AKT1,USP11
21563,AKT1,USP4
21564,AKT1,USP50
21565,AKT1,USP8
21566,AKT1,UXS1
21567,AKT1,VASP
21568,AKT1,VCP
21569,AKT1,VHL
21570,AKT1,VIM
21571,AKT1,VHA68-2
21572,AKT1,VHL
21573,AKT1,VM26AB
21574,AKT1,WDR48
21575,AKT1,WDR53
21576,AKT1,WEE1
21577,AKT1,WFS1
21578,AKT1,WHSC1L1
21579,AKT1,WNK4
21580,AKT1,XAF1
21581,AKT1,XIAP
21582,AKT1,YBX1
21583,AKT1,YIF1B
21584,AKT1,YWHAE
21585,AKT1,YWHAG
21586,AKT1,YWHAZ
21587,AKT1,ZC3HAV1
21588,AKT1,ZDHHC18
21589,AKT1,ZDHHC23
21590,AKT1,ZFP36L1
21591,AKT1,ZHX1
21592,AKT1,ZNF691
21593,AKT1,ZRANB1
21594,AKT1,AKT1
21595,AKT1,ALPHACOP
21596,AKT1,BEN
21597,AKT1,BETATUB60D
21598,AKT1,BETATUB97EF
21599,AKT1,BLW
21600,AKT1,CATHD
21601,AKT1,CDH11
21602,AKT1,CLU
21603,AKT1,CPA
21604,AKT1,CPB
21605,AKT1,DELTACOP
21606,AKT1,EIF-2ALPHA
21607,AKT1,EIF-2GAMMA
21608,AKT1,EIF-4A
21609,AKT1,EIF4G
21610,AKT1,EGH
21611,AKT1,EGR
21612,AKT1,ENA
21613,AKT1,FAX
21614,AKT1,FKH
21615,AKT1,FOXO
21616,AKT1,FRY
21617,AKT1,GIG
21618,AKT1,GRIM
21619,AKT1,GSB
21620,AKT1,GUS
21621,AKT1,HEPH
21622,AKT1,HPPY
21623,AKT1,HTS
21624,AKT1,L(1)G0320
21625,AKT1,L(1)G0334
21626,AKT1,L(2)09851
21627,AKT1,L(2)TID
21628,AKT1,LIC
21629,AKT1,MRPL12
21630,AKT1,MTS
21631,AKT1,NSP2
21632,AKT1,NST
21633,AKT1,PCH2
21634,AKT1,PIC
21635,AKT1,POLY
21636,AKT1,R-L
21637,AKT1,RICTOR
21638,AKT1,SKAP
21639,AKT1,SL
21640,AKT1,SLMB
21641,AKT1,SMID
21642,AKT1,SPEN
21643,AKT1,SPN-A
21644,AKT1,SQD
21645,AKT1,TOY
21646,AKT1,TRBL
21647,AKT1,TRH
21648,AKT1,TUD
21649,AKT1,WAL
21650,AKT1,WDB
21651,AKT1,YPS
21652,AKT2,ABCG8
21653,AKT2,AKT1
21654,AKT2,AP1G1
21655,AKT2,AP4M1
21656,AKT2,APOA1
21657,AKT2,APOB
21658,AKT2,APP
21659,AKT2,APPL1
21660,AKT2,AKT1
21661,AKT2,AKT1S1
21662,AKT2,AKT2
21663,AKT2,BLVRA
21664,AKT2,BRINP1
21665,AKT2,BTBD10
21666,AKT2,C11ORF52
21667,AKT2,CCL14
21668,AKT2,CCT5
21669,AKT2,CDK12
21670,AKT2,CDK3
21671,AKT2,CDK5
21672,AKT2,CDKN1A
21673,AKT2,CLIP3
21674,AKT2,COIL
21675,AKT2,CSK
21676,AKT2,CUL1
21677,AKT2,CCDC88A
21678,AKT2,CDC37
21679,AKT2,CLIP3
21680,AKT2,DARS
21681,AKT2,DNAJB13
21682,AKT2,DRC1
21683,AKT2,DYRK1A
21684,AKT2,EGFR
21685,AKT2,EGLN1
21686,AKT2,EIF4EBP1
21687,AKT2,ERO1L
21688,AKT2,ESR1
21689,AKT2,FAM129B
21690,AKT2,FASN
